RA,Dec,redshift,rmag,set_id
358.50172961742345,1.0231910994546447,1.5876246951163644,19.427444458007812,1
357.9497075314313,0.62623951174358,1.155989929419896,21.635986328125,1
359.17840140425,0.5443038029320183,1.3928585690031938,21.501970291137695,1
359.41229766698933,0.9654914155180372,1.2604284995424075,19.512027740478516,1
359.5394789317984,1.0553895174219818,1.9659326602137397,21.531871795654297,1
358.2158099999999,1.2694662,1.6766808032989502,21.069028854370117,1
358.51901,0.57294516,1.9527323246002195,21.56524085998535,1
358.99026000000003,1.1015199,1.1876126527786257,20.210851669311523,1
357.7501500000001,0.38936868,1.830034613609314,21.98118782043457,1
358.79937635012527,0.2479669476679221,1.887212953087963,20.94463539123535,1
358.6865282622748,0.7747396141374837,1.4830495540712096,21.868925094604492,1
359.2758973552364,0.6193875285768753,1.3813440993230486,19.8359432220459,1
357.97771,1.254528,1.5601946115493774,18.99482154846191,1
358.2892536795021,0.7382638463945177,1.8762431785538596,21.136491775512695,1
357.60226,0.40391161,1.1245825290679932,20.916791915893555,1
358.0071534764765,0.7206629619649227,1.3732030156546196,22.073881149291992,1
359.1566,0.5685425,1.2685773372650146,21.61962127685547,1
357.76244999999994,0.782281,1.1469261646270752,18.710369110107425,1
358.40671999999995,1.398822,1.8428322076797483,20.118080139160156,1
359.42607999999996,0.71390746,1.4943174123764038,22.751794815063477,1
358.25109999999995,0.45555456,1.0693717002868652,20.7799129486084,1
357.9581968208397,0.3714012326590157,1.677316631952376,21.246349334716797,1
358.2321185878078,1.788502271568598,1.6043934385963672,22.594219207763672,1
357.8384210129211,0.2756872297955567,1.0790593101900463,22.492584228515625,1
359.13128000000006,1.2697106,1.8732023239135744,20.116453170776367,1
359.20614664838195,0.4825370397545072,1.9459095907725428,22.9075870513916,1
358.35514897638615,0.349448197764193,1.7934345525761797,21.113616943359375,1
357.8667129193351,0.7547991955966623,1.4437818673081313,19.01404190063477,1
358.1078842735436,-0.1813542073688321,1.3240363610326524,21.90574836730957,1
359.0418354641428,0.1103260908424855,1.8480543973864851,22.873579025268555,1
358.8483419505894,0.0672638462712885,1.955777519768173,21.753562927246097,1
358.22393,1.0050945,1.5999201536178589,20.931774139404297,1
359.20805999999993,1.092076,1.00106680393219,18.109458923339844,1
358.61956,1.5476262,1.9494999647140503,20.941158294677734,1
357.6894664840078,0.7411757974651403,1.8649081483752856,21.335487365722656,1
357.6188425152197,0.7616870665207041,1.1242879401734778,22.38324737548828,1
358.91145000000006,1.3261903,1.8279420137405396,20.18917465209961,1
358.5554898128463,0.1667101069685324,1.1445491143229545,21.903514862060547,1
359.00787,-0.086805547,1.770448923110962,21.266700744628903,1
358.55493,1.1690223,1.849471092224121,21.16981506347656,1
359.06967,0.88368738,1.5955569744110107,22.370264053344727,1
358.23442,1.361178,1.5993101596832275,20.792882919311523,1
359.0980600450546,0.8402320519268301,1.25185306834909,20.696537017822266,1
358.4052300000001,1.4415993,1.3670164346694946,20.836111068725582,1
358.81444,0.43052792,1.2497191429138184,21.086811065673828,1
358.81444,0.43052793,1.2499382495880127,21.086811065673828,1
359.0250052771306,0.7506463983229,1.1444512040373749,21.212963104248047,1
358.4287778782539,0.6986197554620591,1.825330898233444,22.101123809814453,1
358.96786999999995,0.99995299,1.190466046333313,17.778404235839844,1
358.4993400000001,1.6965903,1.8113185167312624,21.64525032043457,1
357.62388318070737,1.0719126923450537,1.4806856113099494,19.332101821899418,1
359.06507,1.4767412,1.4650962352752686,20.101024627685547,1
359.28874951804727,0.7448146309216559,1.412762938270323,20.54381561279297,1
358.43983000000003,1.3807898,1.0267411470413208,20.824668884277344,1
358.6467776086044,1.6312872613549143,1.0396607051687716,22.37620735168457,1
358.56260999999995,0.037484108,1.4935249090194702,22.016307830810547,1
358.72132,-0.16961637,1.858521103858948,21.48497200012207,1
358.6076216713743,0.1985780128495206,1.1579935177384877,22.15532875061035,1
358.63869,-0.08769804,1.849346160888672,21.76730728149414,1
358.00886,0.44241133,1.7280848026275637,21.424222946166992,1
357.7336399999999,0.52090555,1.9832888841629028,21.63241195678711,1
359.3713,0.45875371,1.135623812675476,22.018402099609375,1
359.0180399999999,0.459176,1.4102628231048584,18.790470123291016,1
359.11321,0.64300354,1.1864608526229858,20.811769485473633,1
358.73485000000005,0.921863,1.890735745429993,19.11674118041992,1
358.66004,1.9173954,1.1726869344711304,20.85357093811035,1
358.6252186447252,1.7128945295509268,1.5819621739895564,22.36361312866211,1
358.53338505942344,0.584644831028352,1.2058071867643871,21.52301597595215,1
