RA,Dec,redshift,rmag,set_id
138.10531210409303,3.988372595333429,1.6356297415987695,18.838579177856445,1
138.28855987634716,2.970787872475881,1.9651751186011828,22.0821533203125,1
139.4968999581868,3.2742907258968392,1.056427432788017,17.898513793945312,1
138.43150000000003,2.9572228,1.8920754194259644,20.113235473632812,1
137.9926898178763,3.274520853697617,1.178015489187618,19.19871711730957,1
138.4339897762073,2.982159529815104,1.983012310757031,21.15873336791992,1
137.99269000000004,3.2745207,1.1782282590866089,20.03089904785156,1
139.28807823194597,4.023397405303066,1.5847300572708294,19.86271858215332,1
139.49995889257033,3.873406162541204,1.6298224271205468,19.897035598754883,1
138.03277000000003,3.8153865,1.6386574506759644,19.53919982910156,1
137.90912560585397,4.164924395245227,1.2223405515928438,18.908920288085938,1
139.0495876722843,3.5549256637440525,1.17349295776983,18.858509063720703,1
138.31524000000002,4.0556515,1.5071940422058103,20.208799362182617,1
138.45191999999997,4.6326854,1.6721205711364746,22.46910095214844,1
138.08384166468804,3.059970749445162,1.3416707213361083,20.182926177978516,1
139.09640626710663,3.948885459368971,1.563872881859331,20.62540054321289,1
137.85896000000002,3.0605024,1.8934013843536377,20.226600646972656,1
138.24657000000002,4.6984257,1.499404788017273,19.859600067138672,1
139.09641,3.948887,1.5653132200241089,21.463300704956055,1
139.2327516212418,3.654059105233459,1.8193462737210324,19.468896865844727,1
138.1766114970828,3.0655231107978285,1.173891543037871,18.80823135375977,1
138.0327747459445,3.8153859341098793,1.6364982176231215,18.709491729736328,1
137.89223179903942,4.543647660622168,1.1363533831054768,18.51179313659668,1
138.10531000000003,3.9883732,1.6364620923995972,19.662500381469727,1
138.37364149794348,4.634560763430702,1.72532636450311,18.048234939575195,1
138.0327747459445,3.8153859341098793,1.6350953161825694,18.709491729736328,1
138.57343853109427,3.4419830964521725,1.686773888358563,19.602161407470703,1
138.73262403047454,3.2570284517274217,1.292204506783201,18.418766021728516,1
139.7439196148197,3.778105370531312,1.6408750795049187,19.313440322875977,1
138.73262403047454,3.2570284517274217,1.2928346608634214,18.418766021728516,1
138.31523724627164,4.055650195404162,1.5099800893869746,19.380643844604492,1
137.89223179903942,4.543647660622168,1.1372263220187075,18.51179313659668,1
138.37364149794348,4.634560763430702,1.7248429695587946,18.048234939575195,1
138.24657239396237,4.698426182075405,1.5022817432004218,19.034088134765625,1
138.83506195897507,4.265951521654089,1.9244939212170116,18.72547912597656,1
138.24315219459052,2.8319005774987382,1.6122078684458356,20.61043357849121,1
138.15878198369526,2.8814224296029014,1.5986046265969296,21.545610427856445,1
138.10531210409303,3.988372595333429,1.6361209895252082,18.838579177856445,1
