RA,Dec,redshift,rmag,set_id
149.4399219224512,1.365135782918702,1.6914620773184248,22.75912094116211,1
149.4530384689985,0.875018107650255,1.160763422438795,22.134187698364254,1
149.92882785821453,1.0176352647151188,1.971171744812876,22.195215225219727,1
149.3713745916946,2.310428107588058,1.0601026818886237,20.735584259033203,1
149.83991608561328,0.8737163308236205,1.8705733741243236,22.917465209960938,1
148.7407313629189,1.5415574494293671,1.7182061894788505,23.732833862304688,1
150.0254473019683,1.8776357070624272,1.8003437062979692,22.67762565612793,1
149.2341520573529,2.2208604231048006,1.122329375073388,19.877056121826172,1
149.21942627058175,1.743887987227325,1.9273895413591955,21.97505760192871,1
148.7905960197244,2.4966692332999463,1.9864382217990009,20.800071716308594,1
148.57628257950716,2.3256736786535073,1.4264991467949246,21.654756546020508,1
149.8979367692348,2.0939046307893037,1.9196284654405085,22.312519073486328,1
148.92955425388504,1.4782215909369316,1.9249017982372816,22.3480224609375,1
148.9984124525865,1.1057376356075006,1.437568873450252,20.755844116210938,1
148.45255794254925,2.3619669517879913,1.709431667515526,20.350366592407227,1
148.357550681101,1.217914494171872,1.859475045085032,22.19688415527344,1
148.68685352385455,0.5662419694235133,1.7386545774771154,20.535356521606445,1
149.66947066281696,1.606657034342497,1.4506348152838682,22.283536911010746,1
148.7459156846959,1.2090850099785666,1.4630353767277788,22.202749252319336,1
149.66860746173538,1.0367469872742197,1.491796918752778,21.92290306091309,1
148.0102324758405,1.5198205155985822,1.7876387507975493,21.83726692199707,1
149.99272049614845,1.1467685591678085,1.0308062692419342,19.831148147583008,1
149.59243725831686,1.7567143006466672,1.9709175642106849,17.641681671142578,1
149.58808153435547,1.9884980968822843,1.7147365871404203,21.930618286132812,1
149.8144430175841,0.8859326842918316,1.0711216641087884,21.206857681274418,1
148.66329062737927,0.8294984856070504,1.420017712566063,21.429096221923828,1
148.2739641224126,1.106333284038486,1.6392197449915735,22.944976806640625,1
149.3625473494235,2.3328088864579493,1.0055427767125134,22.023008346557617,1
148.44235636079284,1.2196830240146246,1.071687670508713,21.903425216674805,1
148.0364094448254,1.3439384994471375,1.7044172948423697,22.6811466217041,1
148.5988496695227,0.7309874228910558,1.7158486834744304,20.13436508178711,1
148.6313343721879,0.8577905644382529,1.5133071183618645,21.215211868286133,1
149.58521445453715,2.0511067881555944,1.3590553505080176,19.787073135375977,1
149.37169367112747,1.0033208764348889,1.9498242189221944,22.006675720214844,1
149.58808153435547,1.9884980968822843,1.716822714464307,21.930618286132812,1
148.00582109700844,1.0886808365311442,1.7487289853092336,21.56325340270996,1
148.71960963694752,0.9426932115725872,1.195750644815463,21.93781280517578,1
149.59243725831686,1.7567143006466672,1.9698709683625353,17.641681671142578,1
148.95242864974745,2.354621729853817,1.6188521914314151,21.246129989624023,1
149.83991608561328,0.8737163308236205,1.8685251116842332,22.917465209960938,1
149.57447381319722,2.085050310755004,1.6321657523762465,22.641599655151367,1
148.75932708317058,1.8645635751175125,1.3267525456722955,22.01999282836914,1
148.4859927891364,0.7142980152174081,1.458863762592851,23.07411003112793,1
149.38794592160517,1.887398589202355,1.3366762312908642,21.591815948486328,1
149.1969964121304,0.8909869470833531,1.6431979598330508,21.5299129486084,1
148.19897011489374,2.029163413128279,1.654747143723016,22.524173736572266,1
149.11822013246072,2.5164084268581925,1.7085153145646117,22.996639251708984,1
148.27758687808983,0.8552993728768333,1.563232862722854,19.493295669555664,1
149.40042069000555,2.276800113950232,1.6814304432818692,22.07888984680176,1
149.06094425610215,2.0205273056400097,1.0710268957258235,21.040132522583008,1
149.8903307208268,0.9918076625636594,1.3658762738125163,23.30716133117676,1
149.41083450388774,0.6002094215922286,1.420629066728384,20.410524368286133,1
148.8576671549378,1.8650593144166576,1.674963465317019,20.693038940429688,1
148.99268118196971,2.3975500177281743,1.3642767619432083,21.864625930786133,1
149.6013409654937,0.9570382257026424,1.7283528664317331,21.52739715576172,1
148.7905960197244,2.4966692332999463,1.9856918755253845,20.800071716308594,1
148.752078595074,1.0225546515144155,1.512824127323511,21.120031356811523,1
148.53765510369675,1.726584318495766,1.6607751061186935,20.712005615234375,1
148.9614690917747,1.14720602218854,1.3919013265542255,20.68816566467285,1
149.650902101391,0.5379292220471676,1.707105335936524,20.01119804382324,1
149.77641325106845,1.9401438837794025,1.8225238382015725,22.473573684692383,1
149.38573082108712,1.0465690623001602,1.9071643416112607,21.334651947021484,1
149.32885779222653,0.8890698174631025,1.9923667060525432,23.02634620666504,1
148.11288494266384,1.9146859244569272,1.27368511886491,21.403575897216797,1
149.58661038194043,2.03709915071144,1.8558571244537905,20.53867530822754,1
149.17640426940636,2.0984491181200293,1.033495111737842,19.34101295471191,1
148.46249479993423,0.4615119444247882,1.9190164753859535,23.371139526367188,1
148.460713431466,0.574558884336575,1.78145787580081,22.995962142944336,1
148.77763926874425,0.7637554711751613,1.9204777107088888,19.852048873901367,1
149.23818833403467,1.6025284858443762,1.2583366513688117,21.84558868408203,1
148.7727374904036,2.174723656843397,1.2241965715069374,22.28331756591797,1
149.5407611872903,1.1648972862090596,1.9837633451451664,22.702234268188477,1
149.80780149731908,0.8311956558064083,1.699943062251215,22.090391159057617,1
149.4399219224512,1.365135782918702,1.693145842202231,22.75912094116211,1
149.16519400096095,1.7741450490304378,1.5746142295042165,22.270078659057617,1
149.8370556099375,2.0088285687093244,1.4830756387138695,20.726947784423828,1
149.32885779222653,0.8890698174631025,1.994897193598036,23.02634620666504,1
149.99948049845537,0.913452278188068,1.0043558591276764,23.053442001342773,1
149.2714225845141,1.8304219169375733,1.1349772236190945,20.15911293029785,1
147.91511063654033,1.7165580313788944,1.5314688121742452,23.217649459838867,1
149.99158513609336,1.7242795333922372,1.630941652210559,20.07237243652344,1
